"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000091947",11.5797683258823,-0.29330118543747,0.0962435763148897,-3.04748843162111,0.00230762408261722,0.105080729839819
"ENSG00000158747",18.0790023220825,-0.316636050657902,0.103973800099233,-3.04534459984827,0.0023241384952807,0.105080729839819
"ENSG00000064195",5.5299633100322,-0.423447296002452,0.140856013681998,-3.00624222518779,0.00264498207310784,0.108088209718349
"ENSG00000137193",20.7837450438582,-0.237489913861711,0.0784768224183472,-3.02624273694073,0.00247613432716135,0.108088209718349
"ENSG00000175265",20.4876791139776,0.549250603948087,0.181721314595319,3.02248861214343,0.00250705515587123,0.108088209718349
"ENSG00000179639",20.8524182002521,0.384132939039603,0.127444612278668,3.01411673802001,0.00257728615948241,0.108088209718349
"ENSG00000218537",8.8942639918073,-0.336296593498159,0.111802575062295,-3.00795033844952,0.00263016114437163,0.108088209718349
"ENSG00000087245",23.8219933690478,0.3115653435541,0.106339610739648,2.92990863317065,0.00339061681874583,0.135944542261036
"ENSG00000149823",13.9694884367377,-0.3755617400719,0.129867192564486,-2.89189080518095,0.00382931012008727,0.150690444540471
"ENSG00000131100",13.6021382807351,0.253421897447489,0.0879238984423461,2.88228686326578,0.00394800127454303,0.152536412880071
"ENSG00000024422",6.23712341727222,-0.367089523724285,0.128550774722125,-2.85559946657486,0.00429556654196708,0.157616075313594
"ENSG00000115884",47.262923540544,-0.168185134970244,0.0588969460645907,-2.85558328925578,0.00429578538901443,0.157616075313594
"ENSG00000131981",78.6558773556489,0.109503549923124,0.0384264564418114,2.84969159435617,0.00437616397341272,0.157616075313594
"ENSG00000196072",13.6368828004552,0.2498742148953,0.0875554102573696,2.8538980533675,0.00431863874939652,0.157616075313594
"ENSG00000170876",7.27158462227301,-0.347165315837305,0.122257419887588,-2.83962573524384,0.00451664912760937,0.159964656602832
"ENSG00000115816",10.2745760484053,0.291122170486366,0.102930577615661,2.82833514811706,0.00467907928078579,0.163000712650325
"ENSG00000132680",10.6937512793354,0.305171433396384,0.108515217379161,2.81224551511601,0.00491969359805386,0.168618530578459
"ENSG00000079134",7.89739817564484,0.344165575699083,0.12344742006835,2.78795276165777,0.00530422775518006,0.173741178127487
"ENSG00000141429",17.3337049931764,-0.261578115163408,0.094123440160278,-2.77909641549416,0.00545103429942587,0.173741178127487
"ENSG00000151725",6.35746247368578,0.366756852564778,0.131341399415604,2.79239336718385,0.0052319708870368,0.173741178127487
"ENSG00000189280",5.93429457276725,-0.366153913413742,0.131828797626487,-2.77749566108592,0.00547795714566666,0.173741178127487
"ENSG00000260314",12.1639491046645,0.307181636945464,0.110255911767148,2.78607860587292,0.0053349932885192,0.173741178127487
"ENSG00000002549",17.049244510158,0.239910917266054,0.0875420435632604,2.7405222393819,0.00613416305378555,0.183746914792463
"ENSG00000130177",8.11548929148125,0.31746324375925,0.115798708396276,2.74150936703763,0.00611576169584045,0.183746914792463
"ENSG00000184148",19.3486437016304,0.700129396300775,0.255854985488012,2.73643054078218,0.00621097054520924,0.183746914792463
"ENSG00000188508",104.489511722507,-0.151490059776598,0.0551633199491724,-2.74620998004075,0.00602881633287811,0.183746914792463
"ENSG00000214253",11.3996354632598,-0.260254111540002,0.0951343921817078,-2.73564696816387,0.00622577781885052,0.183746914792463
"ENSG00000143819",8.41014231881424,-0.314417870625602,0.115261254713482,-2.72787131640363,0.0063744469860713,0.185466820597294
"ENSG00000159231",11.244620639586,0.269464920594275,0.0989391630761782,2.72354154023721,0.00645860928197637,0.185466820597294
"ENSG00000172531",15.0976042621253,-0.227812257014309,0.0838126417127991,-2.71811331033991,0.00656553495445265,0.186023490376158
"ENSG00000134058",9.67999371684006,0.280432910471288,0.104173953830668,2.6919676191529,0.00710318415003293,0.1943382048241
"ENSG00000165953",20.4239743550465,-0.335170333112135,0.124572995036013,-2.69055370319417,0.00713335528295519,0.1943382048241
"ENSG00000178372",16.3889339470338,-0.420128055301876,0.155874323521467,-2.69529994299553,0.00703252940575685,0.1943382048241
"ENSG00000095564",12.3008928497567,0.351163225851909,0.131230178347969,2.67593346494407,0.00745214376813993,0.197947568841217
"ENSG00000129538",68.1862642527938,0.295706589782294,0.110426657342349,2.67785512030428,0.00740952603960673,0.197947568841217
"ENSG00000067334",7.86070531720843,0.315845862313549,0.118958539022266,2.65509197498157,0.00792867872986545,0.203374270085828
"ENSG00000160124",7.78256883008991,0.325369977421854,0.122477500971334,2.65656936858965,0.00789402083111212,0.203374270085828
"ENSG00000171954",9.79147902695469,-0.330542489034597,0.124523467413079,-2.65445940352829,0.00794355972570528,0.203374270085828
"ENSG00000143344",9.6866376901115,0.273488775688961,0.103683093997326,2.63773740872369,0.0083461182030212,0.206510936137533
"ENSG00000163565",17.6383864704136,0.220462960734723,0.0834831526841885,2.64080779949364,0.00827086253898065,0.206510936137533
"ENSG00000172216",29.9728800625131,-0.175877738609665,0.0666893091640429,-2.63727036333574,0.0083576190625072,0.206510936137533
"ENSG00000161921",10.2432354318145,-0.284063042362711,0.108472245732864,-2.61876243497602,0.00882493816505949,0.21555165058335
"ENSG00000126247",8.04392434178585,-0.296432334987289,0.113801711208834,-2.60481439020997,0.00919240427522409,0.217042878720569
"ENSG00000141905",7.15907333772748,-0.312770607336519,0.120060066206897,-2.60511773163217,0.00918426953703111,0.217042878720569
"ENSG00000167754",15.7819704249904,-0.318030035510304,0.121821187643503,-2.61062990488145,0.00903756401751779,0.217042878720569
"ENSG00000169413",8.47313271547348,0.341247732249776,0.131645318156096,2.59217522529094,0.00953711821062165,0.221277764019168
"ENSG00000188229",30.2103611008786,-0.169224963447713,0.0653219187590812,-2.59063062847013,0.00958002554812396,0.221277764019168
"ENSG00000089094",29.0801713317859,0.155070852676996,0.0601337123158523,2.57876732875707,0.00991535463871858,0.224765806482205
"ENSG00000108465",8.58270592906847,0.307297164393992,0.119713201092627,2.56694467769033,0.0102598979900112,0.224765806482205
"ENSG00000161249",55.6402555593127,-0.118797755808597,0.046168323237766,-2.57314425730367,0.010077919206598,0.224765806482205
"ENSG00000163798",7.43324064711446,0.311652245208027,0.120981950671582,2.57602265030459,0.00999440990335856,0.224765806482205
"ENSG00000267519",17.334877227076,0.265478431181259,0.103409645322853,2.56725018592235,0.0102508622232942,0.224765806482205
"ENSG00000123689",5.52261283402476,-0.564704900329729,0.22065496465656,-2.55922136720861,0.0104906915357306,0.227476729728851
"ENSG00000107562",17.3560751450237,0.222653882409776,0.0875858763944561,2.54212084842333,0.0110182070429411,0.232649533307224
"ENSG00000130811",9.60053598518041,-0.264410496610564,0.104062967923697,-2.5408702239248,0.0110576954654257,0.232649533307224
"ENSG00000143458",10.4752030563014,0.268851638863578,0.105792962869015,2.54129983292415,0.0110441164228155,0.232649533307224
"ENSG00000126432",12.2557895261593,-0.231763104408781,0.0915625558942381,-2.53119959513238,0.0113673142743677,0.234519833330402
"ENSG00000131979",6.41299845919787,0.324349921679626,0.127980529856078,2.53436926729696,0.0112649952246293,0.234519833330402
"ENSG00000111275",50.2207626457005,0.123172149703444,0.0487855311659295,2.52476803592669,0.0115774679663621,0.236558840658842
"ENSG00000053900",9.68675038977841,0.280385744732232,0.111464998733965,2.51545999118013,0.0118877168963536,0.239528542041303
"ENSG00000162078",10.4920566449068,-0.386562282923584,0.153914609909471,-2.51153729428903,0.0120206583750927,0.239528542041303
"ENSG00000162231",9.40013889393846,0.268966146705735,0.107283094304315,2.50706924935253,0.0121736859013933,0.239528542041303
"ENSG00000204136",5.59423947810519,0.342178321443774,0.136367956809945,2.50922819002609,0.0120995294087036,0.239528542041303
"ENSG00000109099",36.2711136385638,0.143517973270002,0.0578424793848579,2.4811864013487,0.0130945876477098,0.248446417423065
"ENSG00000118418",15.321664002899,0.250715672539343,0.100893746780482,2.48494758634383,0.0129570510304206,0.248446417423065
"ENSG00000196531",23.0522265776815,0.174766140356329,0.0703039472302961,2.48586526420549,0.0129236885243919,0.248446417423065
"ENSG00000204421",36.7699694246879,-0.181775806417207,0.0731962683759017,-2.4834026440213,0.0130133900869972,0.248446417423065
"ENSG00000034713",34.8800560515593,0.142264306775261,0.0575181672973157,2.4733803850162,0.0133841600107508,0.251001922264489
"ENSG00000234741",5.63209167571223,0.357318010006644,0.144592085450072,2.47121416704393,0.013465514888542,0.251001922264489
"ENSG00000163788",6.22267262233239,-0.319081913569833,0.129524151328865,-2.4634935670003,0.0137590364491782,0.251058675595567
"ENSG00000181092",6.15551672382959,-0.539240175074617,0.21904032877099,-2.46183055924099,0.0138229953151442,0.251058675595567
"ENSG00000186166",5.24966552270013,0.363195670445762,0.147224490185405,2.46695145616315,0.0136268829956037,0.251058675595567
"ENSG00000118640",21.6509658830192,-0.200683344296268,0.0817619962222395,-2.45448195455973,0.0141087745585717,0.25217890632336
"ENSG00000170899",19.8385990622951,0.189122285026354,0.077157055413716,2.45113404098019,0.0142406911806133,0.25217890632336
"ENSG00000245848",8.49921457663238,-0.273560232385143,0.111541899849258,-2.45253337763515,0.0141854218379478,0.25217890632336
"ENSG00000137699",8.64967988250691,-0.267755712728342,0.109631872811235,-2.44231632519282,0.0145933534571892,0.256288232202704
"ENSG00000107625",18.4300669485208,0.238475027162302,0.0979886679353591,2.4337000613134,0.0149453737451479,0.26031900990524
"ENSG00000143753",19.4699971500994,-0.184291746519016,0.0758638577935429,-2.42924301345906,0.015130387043296,0.261398963146374
"ENSG00000106537",17.4098643985415,-0.311541932466465,0.128838768741322,-2.41807598372791,0.015602818292495,0.267387007028644
"ENSG00000043514",15.4718487428796,0.21977409170676,0.091065493578714,2.41336298821897,0.0158060693150453,0.268114224341985
"ENSG00000165792",5.46788458293649,0.33529876157999,0.139055528678472,2.41125804034212,0.0158975963609836,0.268114224341985
"ENSG00000062282",9.01075520419079,-0.311932524166838,0.130999710948085,-2.38116956067527,0.0172577662029719,0.276209045619646
"ENSG00000100304",8.99681198286947,-0.256362739566578,0.107691149875573,-2.38053674663871,0.0172874367376061,0.276209045619646
"ENSG00000124466",42.7636736433298,-0.140371993963577,0.0589627962234767,-2.3806875344166,0.0172803627455073,0.276209045619646
"ENSG00000131236",36.342708389245,0.12992911588682,0.0544096956886406,2.38797725740535,0.0169413901180483,0.276209045619646
"ENSG00000143774",11.7838680102979,-0.231665538261772,0.0970350438864772,-2.38744198985267,0.0169660800809416,0.276209045619646
"ENSG00000147854",7.43096646990978,0.284073313432869,0.118841411180464,2.39035627910456,0.0168320355560184,0.276209045619646
"ENSG00000197498",5.36462896534283,0.338719096248701,0.141750144562875,2.38955027025357,0.0168690151102339,0.276209045619646
"ENSG00000050165",9.7043918314552,0.251183642518333,0.106132306476465,2.3667029470808,0.0179473313404785,0.279336206283191
"ENSG00000083857",15.0012718382689,0.207360368369567,0.0882565181640624,2.34951902344595,0.0187976835287041,0.279336206283191
"ENSG00000115380",7.21319772018379,0.283769811533747,0.12042761337996,2.35635170015723,0.0184554351099995,0.279336206283191
"ENSG00000123349",62.1560649650083,0.106754388459398,0.0451590357247829,2.36396518982384,0.0180805113674893,0.279336206283191
"ENSG00000141401",17.2469219233626,-0.185027095137669,0.0780254988072298,-2.37136702701252,0.0177224224680031,0.279336206283191
"ENSG00000165629",40.2861101228388,0.12853368141755,0.0544652631269293,2.35992032422586,0.0182788604610855,0.279336206283191
"ENSG00000166482",7.2149937649707,0.302668776655545,0.128692790728032,2.35187048896297,0.0186792773615364,0.279336206283191
"ENSG00000167693",9.61738857845761,-0.260574754894182,0.110376038842431,-2.3607909617609,0.0182360066254891,0.279336206283191
"ENSG00000169855",15.850090233793,0.232491747519824,0.098769069296924,2.35389225771579,0.0185779950208798,0.279336206283191
"ENSG00000174564",17.1227225092418,0.208281398892176,0.0880049308525707,2.36670146632007,0.0179474031401726,0.279336206283191
"ENSG00000204472",5.46147247058946,0.342871399920409,0.146217638728532,2.34493870166366,0.0190302079960626,0.280827722164119
"ENSG00000230262",9.29335200617743,-0.253414656203851,0.108450333290548,-2.3366885883599,0.0194553823390638,0.285121982555246
"ENSG00000152583",23.9583869958059,0.277699696863681,0.119080575410713,2.33203186922709,0.0196990146725589,0.286715110816354
"ENSG00000107165",25.8079429267271,-0.269342930710657,0.115658577597054,-2.32877609518101,0.0198709304296893,0.287249844646869
"ENSG00000149806",77.1476776622012,-0.123235800409885,0.0529792892706065,-2.32611275286128,0.0200125363943361,0.287342161067326
"ENSG00000171824",7.69847872295906,0.272771865036502,0.117489579451806,2.32166857953895,0.020250788053361,0.287983115164429
"ENSG00000175899",33.6861724888232,0.184318414451574,0.0794395784958338,2.32023404380526,0.0203282198939597,0.287983115164429
"ENSG00000197191",6.96122013838832,-0.307280467433054,0.133197130487215,-2.30696011474923,0.021057043728424,0.296332569025835
"ENSG00000136943",16.5350241617577,0.28937106031967,0.125698547837466,2.30210344747849,0.0213293390596652,0.298189773038083
"ENSG00000137776",10.0938542089273,0.245539976353346,0.107136127141099,2.2918504047656,0.0219142769483233,0.304364957615601
"ENSG00000186806",12.7188066491409,-0.276800116166067,0.121192329771895,-2.28397388421407,0.0223730658219918,0.308719252413848
"ENSG00000081760",7.58981966532108,-0.264816598168501,0.116281514758291,-2.27737485806718,0.0227638501592847,0.312085042506322
"ENSG00000005810",13.7986518415789,-0.195114356793093,0.0866545817780167,-2.2516334715332,0.0243454440368533,0.323337928614458
"ENSG00000079785",18.7990070538809,0.169320937349031,0.0751982599168698,2.25166031150472,0.0243437465581469,0.323337928614458
"ENSG00000118816",34.5238430170569,-0.124161052323654,0.0549983257595085,-2.25754239986457,0.0239742032140032,0.323337928614458
"ENSG00000132698",30.8047604011165,-0.141099498010507,0.0624825199207896,-2.25822355099286,0.0239317256868221,0.323337928614458
"ENSG00000179010",41.4353653078858,0.133375546447505,0.0591201741223744,2.25600733467779,0.0240701717871219,0.323337928614458
"ENSG00000111361",8.07967591893959,0.256095955822647,0.113898812474356,2.24845150058353,0.0245474143750549,0.323995376068271
"ENSG00000059588",7.00410507431399,0.277674998154324,0.12420572656039,2.23560544142315,0.0253776278486133,0.325241413644833
"ENSG00000090989",6.68026865571554,0.278989520139985,0.124839391286692,2.23478757197148,0.0254312981486345,0.325241413644833
"ENSG00000143126",11.5848032792431,-0.212611366689755,0.0948308206306185,-2.24200703184791,0.0249609178395131,0.325241413644833
"ENSG00000150316",12.8194350841017,0.220860626749567,0.0987882960008235,2.23569628883695,0.025371672304431,0.325241413644833
"ENSG00000160588",38.6020596718882,-0.130782029999862,0.0585395856328042,-2.23407850578592,0.0254779080083736,0.325241413644833
"ENSG00000178776",7.76175033271707,-0.604934762919749,0.270927356081155,-2.23283012712287,0.0255601487429116,0.325241413644833
"ENSG00000120699",8.5550059891813,0.252395707214884,0.11349644107604,2.22382045482628,0.0261605266109445,0.326836205292868
"ENSG00000132824",13.4183711617031,-0.193524004540367,0.0872824189372134,-2.21721632943718,0.0266083122426664,0.326836205292868
"ENSG00000149131",10.9920539380093,0.217747463892447,0.098202947196476,2.21732106936462,0.0266011591213981,0.326836205292868
"ENSG00000164919",38.682463893957,0.172864430106731,0.0777788424142204,2.22251225064679,0.0262487070565149,0.326836205292868
"ENSG00000170525",34.1229656098571,-0.144898804369852,0.0653104101319788,-2.2186172782722,0.0265127730537193,0.326836205292868
"ENSG00000198218",12.8815692840154,0.203073571214819,0.0911618957246964,2.22761461464217,0.0259062252511439,0.326836205292868
"ENSG00000163331",36.02913256491,0.241761881872568,0.109195590701914,2.2140260455437,0.0268269872993427,0.327628436845421
"ENSG00000013374",14.7080419733615,0.187439817604566,0.0849054621977582,2.20762967131595,0.0272700990278283,0.331136916766487
"ENSG00000104960",7.09338549213791,-0.267147380421504,0.121414883174841,-2.20028528163886,0.0277866608776404,0.331468797984695
"ENSG00000125998",13.7915427373783,-0.19275570632456,0.087603298002802,-2.20032476766337,0.0277838612558135,0.331468797984695
"ENSG00000204103",27.0458748085096,-0.222637968952139,0.101374000625379,-2.19620383509262,0.0280773570057624,0.331468797984695
"ENSG00000255717",13.8976726809555,0.320361460181902,0.145851286331993,2.19649389620521,0.0280566115727885,0.331468797984695
"ENSG00000272398",13.811962862297,0.207758245350284,0.0943622400548852,2.20170955277707,0.0276858315122111,0.331468797984695
"ENSG00000136003",7.15604429685798,0.263585061333942,0.120407345027587,2.18911114827381,0.0285887624443262,0.331973334394498
"ENSG00000169223",11.7813703161183,-0.214724454394821,0.0979472005319468,-2.19224697825626,0.0283616779908488,0.331973334394498
"ENSG00000177410",25.1296555505379,0.143826319912624,0.0656947787255065,2.18931127713476,0.0285742232617638,0.331973334394498
"ENSG00000111669",11.4657500457974,-0.210197013331313,0.0963589519821056,-2.18139580192142,0.0291541538773696,0.33343394343067
"ENSG00000174903",6.78020664960938,-0.267025909945993,0.122553125414356,-2.17885842603499,0.029342187021899,0.33343394343067
"ENSG00000185624",5.4741953646078,-0.297774959974585,0.136567585035409,-2.18042194930355,0.0292261985953846,0.33343394343067
"ENSG00000188257",8.57664956650087,0.516821819098685,0.237011211981084,2.18057962228358,0.029214523710374,0.33343394343067
"ENSG00000115128",28.3485199775762,0.146702273595757,0.0674660666136099,2.17446015396076,0.0296705947336774,0.33406366067196
"ENSG00000197694",6.89765711754266,-0.265185990272225,0.121985816022311,-2.17390840115152,0.0297120149962355,0.33406366067196
"ENSG00000169714",32.7897554720917,0.132109859050019,0.0609071087575384,2.16903842170423,0.0300797670434453,0.336418447196428
"ENSG00000104408",43.1950068638079,0.112577676474581,0.0519625158377293,2.16651704906174,0.0302716984793996,0.336792456904314
"ENSG00000078081",5.74565647339407,0.310847572227584,0.144310395452981,2.15402065285632,0.0312385523128322,0.345739185754002
"ENSG00000171530",10.7087520424138,0.22509545691549,0.104653768887823,2.15085858166051,0.0314873635540325,0.346687293017198
"ENSG00000171603",16.3429290801268,-0.169865497044238,0.0793168298224848,-2.14160724053654,0.0322251006037469,0.352981127747228
"ENSG00000122033",7.40977737975354,0.257821987358781,0.120753099160976,2.1351169382003,0.0327514593981074,0.35690692933835
"ENSG00000069667",11.0965095384427,-0.208728037522218,0.0979931194154105,-2.13002748322954,0.0331693444440018,0.357791151997481
"ENSG00000104267",18.5819489145389,0.363022110265389,0.170364699323159,2.1308528803657,0.0331012642923798,0.357791151997481
"ENSG00000116741",7.0390137503976,0.260960857476286,0.122961330503973,2.12230020939677,0.033812535917479,0.361063511681622
"ENSG00000130066",12.2521001338647,-0.196408158872906,0.0925103999868906,-2.12309274309417,0.033746081012355,0.361063511681622
"ENSG00000109255",10.2211783728904,-0.219206446367893,0.103403774446419,-2.11990759081506,0.0340138391298176,0.361397040754312
"ENSG00000158481",9.55573543142196,0.304498319837466,0.143964518491002,2.1150928230729,0.0344220367972026,0.363914568129629
"ENSG00000110651",20.570082237165,-0.171813830356034,0.081310072143324,-2.11306946147065,0.0345948230448548,0.363930687971864
"ENSG00000113141",15.8728702682373,0.189041335510063,0.0897155047232751,2.10712001334837,0.0351071779609814,0.366904238236647
"ENSG00000116560",9.24968937316554,0.242873956017448,0.115348848937927,2.10556029170389,0.0352425649452613,0.366904238236647
"ENSG00000170846",12.4102940962235,0.198079613959598,0.0941530330701453,2.10380491738408,0.0353954676887118,0.366904238236647
"ENSG00000100804",9.60226475071286,-0.215802592744465,0.102759758202353,-2.1000690982506,0.0357227631875475,0.368499377541449
"ENSG00000106462",6.70516508169041,0.267268901707155,0.127539010281864,2.09558550843766,0.0361189758528509,0.370786587861392
"ENSG00000118523",12.1526900742033,0.300500947194271,0.143646054253562,2.09195406553828,0.0364426249474353,0.372310471217788
"ENSG00000110002",5.88255697721021,0.276155949463554,0.132171508389599,2.08937578777973,0.0366739089914241,0.372880653620939
"ENSG00000071553",9.48275851727029,-0.216457637857206,0.104167493511262,-2.07797682905563,0.0377114933417112,0.379795845266049
"ENSG00000159516",113.780303143872,0.26225614663465,0.126198310297076,2.07812724288692,0.0376976410748841,0.379795845266049
"ENSG00000087191",21.3292909281012,0.155144342193353,0.0750892109071014,2.06613360720082,0.0388158657195051,0.382418283006951
"ENSG00000104419",35.9848168514105,-0.118311914471967,0.0573352788682548,-2.06350988095521,0.0390642099931048,0.382418283006951
"ENSG00000105677",11.9332230485536,-0.194432238604549,0.0943045039827766,-2.06174923140532,0.0392316167978896,0.382418283006951
"ENSG00000111348",12.1467980904829,0.197741482245889,0.0956316557370968,2.06774086176553,0.0386643973233412,0.382418283006951
"ENSG00000111581",7.88289995107919,0.236523525026297,0.11467784485866,2.06250409848399,0.0391597677606784,0.382418283006951
"ENSG00000166710",13.2853778968599,-0.18371982331783,0.088999908294451,-2.06426980475085,0.038992142272319,0.382418283006951
"ENSG00000185567",37.5909250880481,-0.232629492836508,0.112393570524948,-2.06977580434524,0.03847334419006,0.382418283006951
"ENSG00000090470",7.38041513843589,-0.240509698630674,0.117143276267972,-2.05312422780881,0.0400605307721008,0.385570571313102
"ENSG00000122034",10.5886656666049,0.203641158170915,0.0991849408349478,2.05314593583104,0.040058425996843,0.385570571313102
"ENSG00000242574",9.44428675846196,0.223563926254196,0.108910847717427,2.05272414033761,0.0400993394165626,0.385570571313102
"ENSG00000112773",9.85030493597539,-0.214485947674572,0.104621023158666,-2.05012282616741,0.0403524464470107,0.386256525675215
"ENSG00000198837",9.89422987026878,0.209110825541839,0.102115969740588,2.04777789480977,0.0405817672704655,0.386709665693897
"ENSG00000167768",100.098168207631,0.136947312758621,0.067002679361848,2.04390800581328,0.0409626361047788,0.388596436261852
"ENSG00000010438",5.7070733990909,-0.292442381584682,0.143251415940128,-2.04146241533074,0.0412048860154754,0.388693331002717
"ENSG00000059378",7.79500469934032,0.250281718122726,0.122777691813996,2.03849505903642,0.0415004483858934,0.388693331002717
"ENSG00000064726",14.6653332660533,0.172019341029303,0.0843942193449323,2.03828345548448,0.0415215934765255,0.388693331002717
"ENSG00000182544",9.78185357908384,-0.208043419581974,0.102204751522795,-2.03555526022264,0.0417950342319626,0.389537051504037
"ENSG00000109846",19.2216954345534,-0.212298815114743,0.104722382903078,-2.02725347943266,0.0426364964318601,0.392012605154704
"ENSG00000116288",26.2684072498102,0.130461943589117,0.0644043233734759,2.02567058786688,0.0427985526568901,0.392012605154704
